X;LONGITUD;LATITUD;Ind_VP2;Valor_Prod
432;-6.4131934;38.34130493;0.030662938;0.140847528
433;-3.10408365;38.34266748;0.028035704;0.023854758
434;-0.4831832;38.34548705;0.000252811;0.000756712
435;-0.76849107;38.34577266;0.107769675;0.000295089
436;-2.73825218;38.34876359;0.021055162;0.015209292
437;-6.16561136;38.35619908;0.027017296;2.718273582
438;-2.10096881;38.36632081;0.038168323;0.06729817
439;-2.31903072;38.36643865;0.006657815;0.013826584
440;-5.83802274;38.36769157;0.02965134;1.797124149
441;-5.35167331;38.3699257;0.029777629;0.432877954
442;-7.16667588;38.37502925;0.009052319;0.086668563
443;-5.99837875;38.37506794;0.019890652;0.918742087
444;-4.84958064;38.37888591;0.002037525;0.000297805
445;-6.59168483;38.38138621;0.002445182;0.012472447
446;-4.96709118;38.38656136;0.064586098;0.092556961
447;-4.99945439;38.39272715;0.033461688;0.167023834
448;-6.40041794;38.39522626;0.005975203;0.007268398
449;-6.47650617;38.3981974;0.002474563;0.001589201
450;-6.00297541;38.40221511;0.050384288;1.192142302
451;-1.04195399;38.40441177;0.020409874;0.018539644
452;-5.35173539;38.40505636;0.057147545;0.413955188
453;-5.43808665;38.406797;0.039392205;1.119478004
454;-4.50055371;38.40958084;0.002411812;0.000153143
455;-2.67726813;38.41474336;0.084525973;0.022385408
456;-6.4193056;38.42617898;0.007856608;0.003295884
457;-4.76362098;38.42795152;0.005307503;0.031093698
458;-2.73294114;38.42938373;0.017418563;0.059083669
459;-0.83780533;38.43721579;0.015883417;0.027127619
460;-4.89495696;38.44549239;0.000308116;0.070498749
461;-6.05632864;38.44729135;0.05732203;0.084807362
462;-2.04781376;38.44790893;0.029055116;0.111502236
463;-6.38368803;38.44923755;0.003360823;0.236295354
464;-4.98422319;38.455423;0.03484659;0.001934501
465;-5.5660814;38.47304541;0.025558455;0.987285043
466;-4.68026045;38.47447529;0.044949191;0.004800754
467;-1.32702475;38.47617313;0.036224433;0.463131453
468;-0.42050568;38.4819618;0.005490471;0.000139884
469;-6.18463421;38.48277472;0.015587592;0.370489516
470;-4.95549169;38.48377684;0.0439309;0.254015768
471;-0.76953712;38.48480043;0.003359851;0.000362244
472;-2.636081199;38.48708732;0.01637552;0.066346079
473;-4.78336513;38.49620069;0.007067872;0.015817068
474;-0.36258669;38.49887092;0.00322774;0.000131702
475;-5.14848249;38.50061616;0.041104653;0.744311959
476;-5.83144538;38.50201278;0.025649948;1.288714327
477;-6.5641732;38.51193337;0.042902761;0.02626858
478;-1.70344921;38.51218953;0.035332111;0.483618186
479;-3.49679815;38.5142644;0.016799231;0.149642112
480;-2.61184243;38.51602097;0.019154011;0.302706104
481;-0.91278122;38.52006995;0.002396867;0.006945159
482;-6.62294036;38.52077384;0.019435073;0.306900033
483;-3.56338595;38.52207414;0.02652757;4.256893963
484;-6.44944794;38.52863453;0.024842268;0.188069739
485;-0.57799241;38.53125236;0.00448643;0.003622576
486;-3.27666164;38.53842056;0.015168096;0.083512356
487;-0.81692328;38.53849557;0.023698219;0.047889532
488;-0.50791278;38.53902509;0.086703791;0.007122832
489;-1.95479319;38.54083745;0.051947135;0.100942658
490;-6.65380907;38.5456615;0.014943826;0.126941615
491;-2.99783593;38.54730687;0.02162012;0.895470841
492;-6.23928193;38.55155911;0.027896255;0.377762327
493;-2.07053831;38.55217746;0.032662332;0.014160381
494;-6.06729778;38.55475085;0.023723063;0.228164687
495;-6.33990452;38.56115283;0.016976771;0.121899478
496;-2.92494262;38.56755918;0.028882205;0.013062186
497;-6.19871751;38.57063153;0.006951615;0.003190923
498;-1.52275248;38.5708754;0.061102164;0.015009723
499;-2.63505947;38.57467359;0.007176731;0.123473814
500;-5.83832811;38.57795826;0.041221836;0.544321251
501;-5.16635159;38.57840844;0.037490822;0.16661942
502;-2.21253636;38.58025427;0.00770648;0.002778584
503;-3.06040947;38.58424121;0.02285604;4.067745822
504;-6.74935083;38.58668872;0.02934047;0.370689002
505;-5.44452908;38.58911098;0.024713328;0.127662667
506;-2.55057256;38.59195258;0.028737018;0.014329358
507;-1.69282296;38.5922733;0.012371239;0.352281565
508;-4.90500504;38.59608265;0.016959436;0.222621093
509;-0.67026538;38.59657643;0.023121867;0.018104679
